x,y,z
291.3449622040981,362.39665288830344,a
340.75890582566024,361.30749333987615,a
313.90964850864583,357.14844311191376,a
323.1176027108337,365.8077050181354,a
289.2839104190716,359.43304088754167,a
358.566312800307,356.01045909008786,a
366.1657724810163,380.361899922942,a
381.34478040992326,404.0282069836472,a
376.3037605883791,356.61781291856937,a
418.129224456628,408.31408472564556,a
370.99643987601274,345.7474735106183,a
412.51230153583117,369.5919784982349,a
454.0235963631372,370.4061304244984,a
469.77438975680366,345.7945028031292,a
459.04823335758346,388.2444486601131,a
497.3332526530761,314.32632730471585,a
510.0814379193532,295.27478890175814,a
531.4818307283889,312.27694505085765,a
529.7969363579521,292.22198566199376,a
499.8725808432054,314.14421847267874,a
520.4008085927609,285.1673322570016,a
562.1886802245356,278.45839785304577,a
522.7908047743094,295.1609943576184,a
557.390057226739,254.2984222747109,a
530.6303139910086,290.2285997745776,a
544.329093487617,260.6300981240647,a
580.9252073307031,238.32913456497516,a
500.07763056808886,244.67601350577974,a
579.5780084702174,212.16614598619248,a
579.516889117709,200.80289337192636,a
606.2920896978607,158.99720040485977,a
535.1226706623778,144.54766467306945,a
594.1129882931768,122.96647526451426,a
626.6825985074145,112.05074657443447,a
612.6596745976167,113.76960341637806,a
596.9515702790245,95.89461963864414,a
614.7141590826969,91.13948164436385,a
633.6409653968999,108.24159256885758,a
587.1398546082361,125.3539953622261,a
630.018145543704,121.66729631994781,a
615.7534727725148,35.223870485380075,a
625.9119847015766,34.080564865339454,a
