,PC1,PC2,PC3,Species
79,-0.040258610900595966,-1.058718546553909,-0.31957332999553706,versicolor
80,0.13079517549786018,-1.5622718342099675,-0.14998347833947384,versicolor
81,0.023452688970550407,-1.5724755942167044,-0.24155228129068396,versicolor
82,0.24153827295451039,-0.7772563825848422,-0.15121195705700857,versicolor
83,1.0610946088426136,-0.6338432447349475,0.10531138658459722,versicolor
84,0.22397877351237955,-0.28777351204320306,0.6652497197140534,versicolor
85,0.42913911551616024,0.845582240905077,0.4506340714447658,versicolor
86,1.0487280512090869,0.5220517968629411,-0.39578638444579756,versicolor
87,1.0445313843962782,-1.3829887191907821,-0.6882959600930618,versicolor
88,0.06958832111642257,-0.21950333464771582,0.2915792743532844,versicolor
89,0.28347723828757504,-1.3293246390695765,0.08941002293969462,versicolor
90,0.27907777605546064,-1.120028523742404,0.09448760101279033,versicolor
91,0.624569791498571,0.024923029254011585,-0.020481147175775948,versicolor
92,0.3365303701314353,-0.9884040176703605,-0.19938975530424533,versicolor
93,-0.3621833846193835,-2.019237873238611,0.10582104781283803,versicolor
94,0.2885862388231569,-0.8557303199870667,0.1308896853525513,versicolor
95,0.09136065565450494,-0.18119212582577612,0.12897834306143358,versicolor
96,0.2277168655346996,-0.3849200809873546,0.1562131535063839,versicolor
97,0.576388288653478,-0.15487359721655974,-0.27165036236242096,versicolor
98,-0.44766701902861195,-1.543792034397756,0.1904009303998359,versicolor
99,0.25673058888758427,-0.59885179615567,0.09187916100012407,versicolor
100,1.8445688677230285,0.8704213123248213,1.0054010176069876,virginica
101,1.1578816132057794,-0.698869862330691,0.5301601492490194,virginica
102,2.205266791075377,0.562010477008354,-0.20291416973686896,virginica
103,1.440150663827539,-0.04698758810580765,0.16363010683005857,virginica
104,1.867812220330537,0.29504482445701835,0.3956283745532976,virginica
105,2.7518733356662755,0.80040920102754,-0.5823091028286048,virginica
106,0.3670176878607244,-1.5615028914765057,0.9868932674720258,virginica
107,2.3024394446251963,0.4200655796427748,-0.6517064392599936,virginica
108,2.006686467676605,-0.7114386535471596,-0.3939905708165648,virginica
109,2.2597773490124995,1.9210103764598838,0.3975518974697741,virginica
110,1.3641754921860072,0.6927564544903853,0.2846120737568163,virginica
111,1.60267867047793,-0.4217004497726181,0.02318640791006245,virginica
112,1.8839007017032419,0.419249650605122,0.026338409544074716,virginica
113,1.2601150991975074,-1.162260421406464,0.580249289787373,virginica
114,1.4676452010173238,-0.4422715873770834,1.0038695737342604,virginica
115,1.5900773176145653,0.6762448057233185,0.6384287080805978,virginica
116,1.4714314611333175,0.25562182447146925,0.037431259877968685,virginica
117,2.4263289873157,2.5566612507954893,-0.12788145946307244,virginica
118,3.310695583933887,0.017780949320625686,-0.7033053039033301,virginica
119,1.2637666736398274,-1.7067453803762676,-0.2675368932503542,virginica
120,2.0377163014694037,0.9104674096183089,0.23479948360032757,virginica
121,0.9779807342494213,-0.5717643248129924,0.8281272013877699,virginica
122,2.8976514907341677,0.4136410595956461,-0.8574218248739524,virginica
123,1.3332321759732082,-0.4818112186494302,-0.005428363830018163,virginica
124,1.7007338974912165,1.0139218673227894,0.29845061253300526,virginica
125,1.95432670585307,1.0077775961534503,-0.4199847219186202,virginica
126,1.175103631554932,-0.31639447230979195,0.1299377570168812,virginica
127,1.0209505506957905,0.06434602923956075,0.33771596749955307,virginica
128,1.788349920179665,-0.18736121459082983,0.2706580063187422,virginica
129,1.8636475533282602,0.5622907258861432,-0.7156341185745371,virginica
130,2.435953727922702,0.2592844331442787,-0.7278161456737302,virginica
131,2.3049277218317634,2.6263234682323753,-0.4934738076943309,virginica
132,1.8627032197949551,-0.17854949462549144,0.35414871214044086,virginica
133,1.1141477406864742,-0.2929226233357323,-0.183488391659343,virginica
134,1.2024733016783904,-0.8113152708396691,-0.1647237573876539,virginica
135,2.798770447578107,0.8568033294971035,-0.5429064994324293,virginica
136,1.5762559101947538,1.0685811073208058,0.9458538186439911,virginica
137,1.3462921036270614,0.42243061085250694,0.1808754778543799,virginica
138,0.9248249165424188,0.017223100452283095,0.41682619296970447,virginica
139,1.8520450517676692,0.6761281744365197,-0.012672114808351976,virginica
140,2.014810429954875,0.6138856369235733,0.42833284211509304,virginica
141,1.9017840902621883,0.6895754942430007,0.13007500544651032,virginica
142,1.1578816132057794,-0.698869862330691,0.5301601492490194,virginica
143,2.040558228052092,0.8675206009552265,0.3381440004590142,virginica
144,1.9981470959523757,1.0491687471841429,0.6324134358197995,virginica
145,1.8705032929564098,0.386966081665724,0.25627385239860007,virginica
146,1.5645804830303276,-0.8966868088965269,-0.026371351632304845,virginica
147,1.521170499627837,0.2690691442779503,0.18017838013283125,virginica
148,1.3727877895140725,1.011254418526791,0.9333952411629325,virginica
149,0.9606560300371275,-0.024331668169400338,0.528248806957902,virginica
